"age_group","date","J12_18","ach_noj","a10_b99_nopneumo","K00_99","E00_99","N00_99","S00_T99","I00_99","E10_14","I60_64","pandemic","G00_99_SY","N39","C00_D48","A41","Z00_99","L00_99","D50_89","M00_99","E40_46","H00_99_SY","K80","Q00_99","cj20_J22","P00_99","K35"
"08_2_AA",2004-08-01,944,-1.03458904494256,-1.10250763593422,-0.951578537736189,-1.30067952176293,-0.664475449967827,-0.682189538664533,0.062844824232002,-1.25069937076527,-0.753250529748708,-0.123564012835717,-1.69978022623824,-1.54527403198062,-1.40518733208635,-1.20813962101565,-0.00632525083325158,-0.550322208500531,-1.32707593367078,1.17498638104889,-0.277650028019913,-1.45308353825502,-1.00973627885163,1.73627691576237,-1.12397325440374,NA,NA
"08_2_AA",2004-09-01,920,-1.03458904494256,-1.10250763593422,-0.951578537736189,-1.30067952176293,-0.664475449967827,-0.682189538664533,0.062844824232002,-1.25069937076527,-0.753250529748708,-0.123564012835717,-1.69978022623824,-1.54527403198062,-1.40518733208635,-1.20813962101565,-0.00632525083325158,-0.550322208500531,-1.32707593367078,1.17498638104889,-0.277650028019913,-1.45308353825502,-1.00973627885163,1.73627691576237,-1.12397325440374,NA,NA
"08_2_AA",2004-10-01,890,-2.06722319633406,-1.79479284229825,-1.70657410181941,-1.54092753984196,-1.22227831011072,-1.52848216480108,-1.58711309978517,-1.55238234740578,-1.48611236966297,-0.123564012835717,-1.62667621547835,-1.63941714036515,-1.74159416355517,-1.38880235402423,-0.819455878458005,-1.67727198064824,-1.25512236294614,-0.208752629800195,-0.367405382154516,-1.71854672288326,-1.69329637591164,0.87340621504219,-1.12397325440374,NA,NA
"08_2_AA",2004-11-01,690,-2.06722319633406,-1.79479284229825,-1.70657410181941,-1.54092753984196,-1.22227831011072,-1.52848216480108,-1.58711309978517,-1.55238234740578,-1.48611236966297,-0.123564012835717,-1.62667621547835,-1.63941714036515,-1.74159416355517,-1.38880235402423,-0.819455878458005,-1.67727198064824,-1.25512236294614,-0.208752629800195,-0.367405382154516,-1.71854672288326,-1.69329637591164,0.87340621504219,-1.12397325440374,NA,NA
"08_2_AA",2004-12-01,667,-2.06722319633406,-1.79479284229825,-1.70657410181941,-1.54092753984196,-1.22227831011072,-1.52848216480108,-1.58711309978517,-1.55238234740578,-1.48611236966297,-0.123564012835717,-1.62667621547835,-1.63941714036515,-1.74159416355517,-1.38880235402423,-0.819455878458005,-1.67727198064824,-1.25512236294614,-0.208752629800195,-0.367405382154516,-1.71854672288326,-1.69329637591164,0.87340621504219,-1.12397325440374,NA,NA
"08_2_AA",2005-01-01,770,-0.973599316276311,-0.909649898831929,-1.04640394449753,-0.832545324318042,-0.577595156341199,-1.79258052033928,-1.01261813553743,-1.19117367908836,-1.44438299439975,-0.123564012835717,-1.29194256053745,-1.30007413085656,-1.25300567540654,-1.09694764856428,-0.439559027836044,-1.14291933757208,-1.15254598072014,-0.166354898778383,0.611152979161633,-1.49935787473766,-0.994151075892283,0.937041674016964,-1.12397325440374,NA,NA
"08_2_AA",2005-02-01,718,-0.973599316276311,-0.909649898831929,-1.04640394449753,-0.832545324318042,-0.577595156341199,-1.79258052033928,-1.01261813553743,-1.19117367908836,-1.44438299439975,-0.123564012835717,-1.29194256053745,-1.30007413085656,-1.25300567540654,-1.09694764856428,-0.439559027836044,-1.14291933757208,-1.15254598072014,-0.166354898778383,0.611152979161633,-1.49935787473766,-0.994151075892283,0.937041674016964,-1.12397325440374,NA,NA
"08_2_AA",2005-03-01,1021,-0.973599316276311,-0.909649898831929,-1.04640394449753,-0.832545324318042,-0.577595156341199,-1.79258052033928,-1.01261813553743,-1.19117367908836,-1.44438299439975,-0.123564012835717,-1.29194256053745,-1.30007413085656,-1.25300567540654,-1.09694764856428,-0.439559027836044,-1.14291933757208,-1.15254598072014,-0.166354898778383,0.611152979161633,-1.49935787473766,-0.994151075892283,0.937041674016964,-1.12397325440374,NA,NA
"08_2_AA",2005-04-01,1243,-0.733884186717275,-0.477821195725374,-0.799796005141921,-0.995340301112545,-0.639344769970814,-1.32656913241082,-0.908020958461887,-1.39877264610182,-0.989575690347064,-0.123564012835717,-0.970431841030055,-1.31533080872699,-1.04890108811945,-0.920293381812564,-1.13311575083552,-0.904467594979109,-1.17968295222472,0.364430895770571,-0.26530402799391,-1.1913900326459,-0.617026702777865,0.991162869262664,-1.12397325440374,NA,NA
"08_2_AA",2005-05-01,1373,-0.733884186717275,-0.477821195725374,-0.799796005141921,-0.995340301112545,-0.639344769970814,-1.32656913241082,-0.908020958461887,-1.39877264610182,-0.989575690347064,-0.123564012835717,-0.970431841030055,-1.31533080872699,-1.04890108811945,-0.920293381812564,-1.13311575083552,-0.904467594979109,-1.17968295222472,0.364430895770571,-0.26530402799391,-1.1913900326459,-0.617026702777865,0.991162869262664,-1.12397325440374,NA,NA
